Date,Rank,Title,gross,theaters,per_theater,total_gross,Genres,Original Language,Director,Release Date (Theator),Runtime,Distributor,Prod Co.,Box Office (Gross USA)
2020/9/25,-,Words on Bathroom Walls,"$124,628",487,$256,"$2,388,447","Romance, Drama",English,Thor Freudenthal,"Aug 21, 2020",1h 51m,"LD Entertainment, Roadside Attractions",LD Entertainment,$2.5M
2020/9/25,-,Bill & Ted Face the Music,"$109,701",353,$311,"$3,305,411","Comedy, Adventure, Fantasy",English,Dean Parisot,"Aug 28, 2020",1h 33m,"Orion Pictures, United Artists Releasing","Lakeview Entertainment (II), Hammerstone Studios, Dugan Entertainment, Dial 9, TinRes Entertainment",$3.4M
2020/9/25,-,The Personal History of David Copperfield,"$85,153",512,$166,"$1,811,170","Comedy, Drama",English (United Kingdom),Armando Iannucci,"Aug 28, 2020",1h 59m,Searchlight Pictures,"Film 4, FilmNation Entertainment",$1.9M
2020/9/25,-,On the Basis of Sex,"$82,150",829,$99,"$24,704,837","Biography, History, Drama",English,Mimi Leder,"Jan 11, 2019",2h 0m,Focus Features,"Participant Media, Alibaba Pictures Group",$24.7M
2020/9/25,-,Train to Busan Presents: Peninsula,"$60,947",84,$726,"$1,125,982","Horror, Mystery & thriller, Action",Korean,Yeon Sang-ho,"Aug 21, 2020",1h 56m,Well Go USA Entertainment,"Movic Comics, RedPeter Film, Next Entertainment World",$1.2M
2020/9/25,-,The Secrets We Keep,"$59,704",449,$133,"$227,086",Mystery & thriller,English,Yuval Adler,"Sep 16, 2020",1h 38m,Bleecker Street,"Fibonacci Films, AGC Studios, Echo Lake Entertainment, Di Bonaventura Pictures, Kirkhaus Films",$207.9K
2020/9/25,-,Tulsa,"$50,689",159,$319,"$357,757",Action,English,Stuart Heisler,"May 26, 1949",1h 30m,Eagle-Lion Films Inc. [us],"Walter Wanger Productions, Inc.",
2020/9/25,-,The Nest,"$39,771",299,$133,"$129,213",Drama,Italian,Klaudia Reynicke-Candeloro,,1h 20m,,,
2020/9/25,-,No Escape,"$33,613",39,$862,"$134,125","Action, Adventure, Sci-fi",English,Martin Campbell,,1h 58m,,Columbia Pictures Corporation,$14.2M
2020/10/2,1,Tenet,"$3,719,990","2,722","$1,367","$46,203,507","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/10/2,-,The New Mutants,"$1,392,000","2,154",$646,"$21,306,061","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/10/2,-,Unhinged,"$1,160,731","2,023",$574,"$18,693,385","Horror, Mystery & thriller",English,Don Gronquist,,1h 19m,,,
2020/10/2,-,Infidel,"$642,424","1,792",$358,"$3,614,389",Mystery & thriller,English,Cyrus Nowrasteh,"Sep 18, 2020",1h 48m,Cloudburst Entertainment,"Cloudburst Entertainment, New Path Pictures, D'Souza Media",$4.0M
2020/10/2,-,The Broken Hearts Gallery,"$398,935","2,100",$190,"$3,857,336","Romance, Comedy",English,Natalie Krinsky,"Sep 11, 2020",1h 50m,"Stage 6, Sony Pictures Entertainment","No Trace Camping, Kicked to the Curb Productions",$4.1M
2020/10/2,-,Possessor,"$366,355",320,"$1,145","$366,355","Sci-fi, Horror, Mystery & thriller",English,Brandon Cronenberg,,1h 42m,,"Rhombus Media, Particular Crowd, Rook Films",$745.8K
2020/10/2,-,The Last Shift,"$223,268",886,$252,"$587,605","Comedy, Drama",English,Andrew Cohn,"Sep 25, 2020",1h 30m,"Stage 6, Sony Pictures Entertainment","Bona Fide Productions, Whitewater Films, Pak Pictures",$790.0K
2020/10/2,-,Save Yourselves!,"$206,610",388,$533,"$206,610","Comedy, Sci-fi",English,"Alex Huston Fischer, Eleanor Wilson","Oct 2, 2020",1h 33m,Bleecker Street Media,"Keshet Studios, Washingston Square Films, Last Rodeo Studios",$297.3K
2020/10/2,-,The Call,"$188,117",195,$965,"$188,117",Drama,English,Jason Ferrell,,1h 38m,,,
2020/10/2,-,Ava,"$157,667",252,$626,"$377,037","Comedy, Drama",French (France),Léa Mysius,,1h 45m,,"F Comme Film, arte France Cinéma, Trois Brigands Productions",
2020/10/2,-,Kajillionaire,"$149,265",547,$273,"$453,705","Comedy, Drama",English,Miranda July,"Sep 25, 2020",1h 44m,Focus Features,"Plan B Entertainment, Annapurna Pictures",$524.0K
2020/10/2,-,Legend of Deification,"$143,937",55,"$2,617","$143,937","Fantasy, Adventure, Animation",Chinese,"Teng Cheng, Li Wei","Oct 1, 2020",1h 50m,Well Go USA Entertainment,,$214.7K
2020/10/2,-,The SpongeBob Movie: Sponge on the Run,"$128,874",215,$599,"$4,599,790","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios",$4.5M
2020/10/2,-,Words on Bathroom Walls,"$90,460",314,$288,"$2,478,907","Romance, Drama",English,Thor Freudenthal,"Aug 21, 2020",1h 51m,"LD Entertainment, Roadside Attractions",LD Entertainment,$2.5M
2020/10/2,-,Alone,"$75,170",127,$592,"$428,111","Horror, Mystery & thriller",English,"Parkpoom Wongpoom, Banjong Pisanthanakun",,,,,
2020/10/2,-,A Call to Spy,"$49,586",75,$661,"$49,586","History, Drama",English,Lydia Dean Pilcher,"Oct 2, 2020",2h 4m,IFC Films,SMT Pictures,$158.9K
2020/10/2,-,Bill & Ted Face the Music,"$48,124",207,$232,"$3,353,535","Comedy, Adventure, Fantasy",English,Dean Parisot,"Aug 28, 2020",1h 33m,"Orion Pictures, United Artists Releasing","Lakeview Entertainment (II), Hammerstone Studios, Dugan Entertainment, Dial 9, TinRes Entertainment",$3.4M
2020/10/2,-,The Personal History of David Copperfield,"$47,963",285,$168,"$1,859,133","Comedy, Drama",English (United Kingdom),Armando Iannucci,"Aug 28, 2020",1h 59m,Searchlight Pictures,"Film 4, FilmNation Entertainment",$1.9M
2020/10/2,-,Train to Busan Presents: Peninsula,"$43,715",74,$591,"$1,169,697","Horror, Mystery & thriller, Action",Korean,Yeon Sang-ho,"Aug 21, 2020",1h 56m,Well Go USA Entertainment,"Movic Comics, RedPeter Film, Next Entertainment World",$1.2M
2020/10/2,-,Tulsa,"$33,028",159,$208,"$390,785",Action,English,Stuart Heisler,"May 26, 1949",1h 30m,Eagle-Lion Films Inc. [us],"Walter Wanger Productions, Inc.",
2020/10/9,1,The War with Grandpa,"$4,754,332","2,250","$2,113","$4,754,332",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/10/9,2,Tenet,"$2,903,920","2,215","$1,311","$49,107,427","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/10/9,-,The New Mutants,"$950,465","1,663",$572,"$22,256,526","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/10/9,-,Unhinged,"$919,916","1,608",$572,"$19,613,301","Horror, Mystery & thriller",English,Don Gronquist,,1h 19m,,,
2020/10/9,-,Honest Thief,"$507,389","2,425",$209,"$507,389","Action, Mystery & thriller",English,Mark Williams,"Oct 16, 2020",1h 39m,Open Road,"Ingenious Media, Cutting Edge Group, J Cubed Film Finance, Sprockefeller Pictures, Briarcliff Entertainment, Samuel Marshall Productions, Argonaut Entertainment Partners, Dreadnought Films, Zero Gravity Management, Honest Thief Productions",$14.2M
2020/10/9,-,Infidel,"$284,385",959,$297,"$3,898,774",Mystery & thriller,English,Cyrus Nowrasteh,"Sep 18, 2020",1h 48m,Cloudburst Entertainment,"Cloudburst Entertainment, New Path Pictures, D'Souza Media",$4.0M
2020/10/9,-,Possessor,"$224,113",303,$740,"$590,469","Sci-fi, Horror, Mystery & thriller",English,Brandon Cronenberg,,1h 42m,,"Rhombus Media, Particular Crowd, Rook Films",$745.8K
2020/10/9,-,Yellow Rose,"$219,735",900,$244,"$239,573","Drama, Music",English,Diane Paragas,"Oct 9, 2020",1h 35m,"Stage 6, Sony Pictures Entertainment","Home Away Productions, Civilian Studios",$364.1K
2020/10/9,-,The Wolf of Snow Hollow,"$141,695",112,"$1,265","$141,695","Horror, Mystery & thriller",English,Jim Cummings,"Oct 9, 2020",1h 23m,Orion Classics,"Vanishing Angle, New Form",$183.2K
2020/10/9,-,The Broken Hearts Gallery,"$129,673",721,$180,"$3,987,009","Romance, Comedy",English,Natalie Krinsky,"Sep 11, 2020",1h 50m,"Stage 6, Sony Pictures Entertainment","No Trace Camping, Kicked to the Curb Productions",$4.1M
2020/10/9,-,The Call,"$116,828",195,$599,"$304,945",Drama,English,Jason Ferrell,,1h 38m,,,
2020/10/9,-,Save Yourselves!,"$77,353",346,$224,"$283,963","Comedy, Sci-fi",English,"Alex Huston Fischer, Eleanor Wilson","Oct 2, 2020",1h 33m,Bleecker Street Media,"Keshet Studios, Washingston Square Films, Last Rodeo Studios",$297.3K
2020/10/9,-,Bill & Ted Face the Music,"$76,593",107,$716,"$3,430,128","Comedy, Adventure, Fantasy",English,Dean Parisot,"Aug 28, 2020",1h 33m,"Orion Pictures, United Artists Releasing","Lakeview Entertainment (II), Hammerstone Studios, Dugan Entertainment, Dial 9, TinRes Entertainment",$3.4M
2020/10/9,-,The SpongeBob Movie: Sponge on the Run,"$70,004",191,$367,"$4,669,794","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios",$4.5M
2020/10/9,-,Ava,"$61,635",174,$354,"$438,672","Comedy, Drama",French (France),Léa Mysius,,1h 45m,,"F Comme Film, arte France Cinéma, Trois Brigands Productions",
2020/10/9,-,Kajillionaire,"$57,810",267,$217,"$511,515","Comedy, Drama",English,Miranda July,"Sep 25, 2020",1h 44m,Focus Features,"Plan B Entertainment, Annapurna Pictures",$524.0K
2020/10/9,-,Alone,"$52,800",94,$562,"$480,911","Horror, Mystery & thriller",English,"Parkpoom Wongpoom, Banjong Pisanthanakun",,,,,
2020/10/9,-,A Call to Spy,"$42,501",79,$538,"$92,087","History, Drama",English,Lydia Dean Pilcher,"Oct 2, 2020",2h 4m,IFC Films,SMT Pictures,$158.9K
2020/10/9,-,Words on Bathroom Walls,"$41,206",173,$238,"$2,520,113","Romance, Drama",English,Thor Freudenthal,"Aug 21, 2020",1h 51m,"LD Entertainment, Roadside Attractions",LD Entertainment,$2.5M
2020/10/9,-,Legend of Deification,"$40,656",40,"$1,016","$191,621","Fantasy, Adventure, Animation",Chinese,"Teng Cheng, Li Wei","Oct 1, 2020",1h 50m,Well Go USA Entertainment,,$214.7K
2020/10/16,1,Honest Thief,"$4,618,885","2,425","$1,905","$5,126,274","Action, Mystery & thriller",English,Mark Williams,"Oct 16, 2020",1h 39m,Open Road,"Ingenious Media, Cutting Edge Group, J Cubed Film Finance, Sprockefeller Pictures, Briarcliff Entertainment, Samuel Marshall Productions, Argonaut Entertainment Partners, Dreadnought Films, Zero Gravity Management, Honest Thief Productions",$14.2M
2020/10/16,2,The War with Grandpa,"$3,082,715","2,260","$1,364","$7,837,047",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/10/16,3,Tenet,"$2,080,528","2,001","$1,040","$51,187,955","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/10/16,-,2 Hearts,"$669,821","1,683",$398,"$669,821","Romance, Drama",English,Lance Hool,"Oct 16, 2020",1h 40m,Freestyle Releasing,Silver Lion Films,$1.3M
2020/10/16,-,The New Mutants,"$611,188","1,293",$473,"$22,867,714","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/10/16,-,Unhinged,"$559,748","1,276",$439,"$20,173,049","Horror, Mystery & thriller",English,Don Gronquist,,1h 19m,,,
2020/10/16,-,Love and Monsters,"$362,275",387,$936,"$362,275","Fantasy, Adventure, Comedy",English,Michael Matthews,"Oct 16, 2020",1h 49m,Paramount Pictures,"Paramount Pictures, Entertainment One, 21 Laps Entertainment",$1.0M
2020/10/16,-,The Kid Detective,"$209,731",865,$242,"$209,731",Comedy,English,Evan Morgan,"Oct 16, 2020",1h 39m,"Stage 6, Sony Pictures Entertainment","Woods Entertainment, JoBro Productions & Film Finance",$363.2K
2020/10/16,-,Lupin III: The First,"$128,593",418,$308,"$128,593","Comedy, Adventure, Anime",Japanese,Takashi Yamazaki,,1h 33m,,"Miyagi Television Broadcasting, TMS Entertainment, Fukuoka Broadcasting System, Nippon Television Network, Shirogumi, Toho Company, Chukyo TV Broadcasting Company (CTV), Yomiuri Telecasting Corporation, Sapporo Television Broadcasting Company, Abe Shuji, Hiroshima Telecasting, Video Audio Project, Shizuoka Daiichi Television, Marza Animation Planet",
2020/10/16,-,Yellow Rose,"$101,548",900,$113,"$341,121","Drama, Music",English,Diane Paragas,"Oct 9, 2020",1h 35m,"Stage 6, Sony Pictures Entertainment","Home Away Productions, Civilian Studios",$364.1K
2020/10/16,-,Infidel,"$96,848",471,$206,"$3,995,622",Mystery & thriller,English,Cyrus Nowrasteh,"Sep 18, 2020",1h 48m,Cloudburst Entertainment,"Cloudburst Entertainment, New Path Pictures, D'Souza Media",$4.0M
2020/10/16,-,Possessor,"$96,573",188,$514,"$687,042","Sci-fi, Horror, Mystery & thriller",English,Brandon Cronenberg,,1h 42m,,"Rhombus Media, Particular Crowd, Rook Films",$745.8K
2020/10/16,-,The Call,"$82,908",154,$538,"$387,853",Drama,English,Jason Ferrell,,1h 38m,,,
2020/10/16,-,The SpongeBob Movie: Sponge on the Run,"$60,591",131,$463,"$4,730,385","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios",$4.5M
2020/10/16,-,The Wolf of Snow Hollow,"$35,977",89,$404,"$177,672","Horror, Mystery & thriller",English,Jim Cummings,"Oct 9, 2020",1h 23m,Orion Classics,"Vanishing Angle, New Form",$183.2K
2020/10/16,-,Alone,"$35,230",70,$503,"$516,141","Horror, Mystery & thriller",English,"Parkpoom Wongpoom, Banjong Pisanthanakun",,,,,
2020/10/16,-,Ava,"$31,857",69,$462,"$470,529","Comedy, Drama",French (France),Léa Mysius,,1h 45m,,"F Comme Film, arte France Cinéma, Trois Brigands Productions",
2020/10/16,-,The Broken Hearts Gallery,"$31,211",259,$121,"$4,018,220","Romance, Comedy",English,Natalie Krinsky,"Sep 11, 2020",1h 50m,"Stage 6, Sony Pictures Entertainment","No Trace Camping, Kicked to the Curb Productions",$4.1M
2020/10/16,-,Kajillionaire,"$19,915",91,$219,"$531,430","Comedy, Drama",English,Miranda July,"Sep 25, 2020",1h 44m,Focus Features,"Plan B Entertainment, Annapurna Pictures",$524.0K
2020/10/16,-,Percy,"$19,492",11,"$1,772","$28,414",Comedy,English,Ralph Thomas,,1h 43m,,,
2020/10/23,1,Honest Thief,"$3,058,988","2,502","$1,223","$8,185,262","Action, Mystery & thriller",English,Mark Williams,"Oct 16, 2020",1h 39m,Open Road,"Ingenious Media, Cutting Edge Group, J Cubed Film Finance, Sprockefeller Pictures, Briarcliff Entertainment, Samuel Marshall Productions, Argonaut Entertainment Partners, Dreadnought Films, Zero Gravity Management, Honest Thief Productions",$14.2M
2020/10/23,2,The War with Grandpa,"$2,371,158","2,345","$1,011","$10,208,205",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/10/23,3,Tenet,"$1,726,328","1,801",$959,"$52,914,283","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/10/23,4,The Empty Man,"$1,707,677","2,027",$842,"$1,707,677","Horror, Mystery & thriller",English,David Prior,"Oct 23, 2020",2h 17m,20th Century Studios,"Boom! Studios, Out of Africa Entertainment",$3.0M
2020/10/23,-,After We Collided,"$489,682",460,"$1,065","$2,141,955","Romance, Drama",English,Roger Kumble,"Oct 23, 2020",1h 47m,Open Road,"CalMaple, Frayed Pages Entertainment",$2.4M
2020/10/23,-,2 Hearts,"$412,975","1,678",$246,"$1,082,796","Romance, Drama",English,Lance Hool,"Oct 16, 2020",1h 40m,Freestyle Releasing,Silver Lion Films,$1.3M
2020/10/23,-,The Addams Family,"$398,577","1,307",$305,"$97,584,384","Kids & family, Comedy, Animation",English,"Conrad Vernon, Greg Tiernan","Oct 11, 2019",1h 27m,Metro-Goldwyn-Mayer,"Metro Goldwyn Mayer, BermanBraun",$673.0K
2020/10/23,-,The New Mutants,"$377,446",830,$455,"$23,245,160","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/10/23,-,Unhinged,"$342,021",905,$378,"$20,515,070","Horror, Mystery & thriller",English,Don Gronquist,,1h 19m,,,
2020/10/23,-,Synchronic,"$341,117",327,"$1,043","$341,117","Sci-fi, Mystery & thriller",English,"Justin Benson, Aaron Moorhead","Oct 23, 2020",1h 40m,Well Go USA Entertainment,"Rustic Films, Patriot Pictures, Love & Death Productions, Pfaff & Pfaff Productions, XYZ Films",$636.7K
2020/10/23,-,Love and Monsters,"$283,323",380,$746,"$645,598","Fantasy, Adventure, Comedy",English,Michael Matthews,"Oct 16, 2020",1h 49m,Paramount Pictures,"Paramount Pictures, Entertainment One, 21 Laps Entertainment",$1.0M
2020/10/23,-,The Kid Detective,"$134,030",857,$156,"$343,761",Comedy,English,Evan Morgan,"Oct 16, 2020",1h 39m,"Stage 6, Sony Pictures Entertainment","Woods Entertainment, JoBro Productions & Film Finance",$363.2K
2020/10/23,-,The Call,"$58,434",116,$504,"$446,287",Drama,English,Jason Ferrell,,1h 38m,,,
2020/10/23,-,Possessor,"$45,897",104,$441,"$732,939","Sci-fi, Horror, Mystery & thriller",English,Brandon Cronenberg,,1h 42m,,"Rhombus Media, Particular Crowd, Rook Films",$745.8K
2020/10/23,-,Infidel,"$38,578",192,$201,"$4,034,200",Mystery & thriller,English,Cyrus Nowrasteh,"Sep 18, 2020",1h 48m,Cloudburst Entertainment,"Cloudburst Entertainment, New Path Pictures, D'Souza Media",$4.0M
2020/10/23,-,The SpongeBob Movie: Sponge on the Run,"$37,457",94,$398,"$4,767,842","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios",$4.5M
2020/10/23,-,The Broken Hearts Gallery,"$21,327",159,$134,"$4,039,547","Romance, Comedy",English,Natalie Krinsky,"Sep 11, 2020",1h 50m,"Stage 6, Sony Pictures Entertainment","No Trace Camping, Kicked to the Curb Productions",$4.1M
2020/10/23,-,Ava,"$17,082",17,"$1,005","$487,611","Comedy, Drama",French (France),Léa Mysius,,1h 45m,,"F Comme Film, arte France Cinéma, Trois Brigands Productions",
2020/10/23,-,Percy,"$16,980",28,$606,"$45,566",Comedy,English,Ralph Thomas,,1h 43m,,,
2020/10/23,-,A Call to Spy,"$13,453",25,$538,"$123,739","History, Drama",English,Lydia Dean Pilcher,"Oct 2, 2020",2h 4m,IFC Films,SMT Pictures,$158.9K
2020/10/30,1,Come Play,"$3,931,825","2,183","$1,801","$3,931,825","Horror, Mystery & thriller",English,Jacob Chase,"Oct 30, 2020",1h 36m,Focus Features,"The Picture Company, Participant Media, Reliance Entertainment, Amblin Entertainment",$10.5M
2020/10/30,2,Honest Thief,"$1,851,260","2,360",$784,"$10,036,522","Action, Mystery & thriller",English,Mark Williams,"Oct 16, 2020",1h 39m,Open Road,"Ingenious Media, Cutting Edge Group, J Cubed Film Finance, Sprockefeller Pictures, Briarcliff Entertainment, Samuel Marshall Productions, Argonaut Entertainment Partners, Dreadnought Films, Zero Gravity Management, Honest Thief Productions",$14.2M
2020/10/30,3,The War with Grandpa,"$1,694,404","2,365",$716,"$11,902,609",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/10/30,4,Tenet,"$1,320,040","1,601",$825,"$54,234,323","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/10/30,-,The Empty Man,"$739,800","2,051",$361,"$2,447,477","Horror, Mystery & thriller",English,David Prior,"Oct 23, 2020",2h 17m,20th Century Studios,"Boom! Studios, Out of Africa Entertainment",$3.0M
2020/10/30,-,The Addams Family,"$263,157","1,007",$261,"$97,847,541","Kids & family, Comedy, Animation",English,"Conrad Vernon, Greg Tiernan","Oct 11, 2019",1h 27m,Metro-Goldwyn-Mayer,"Metro Goldwyn Mayer, BermanBraun",$673.0K
2020/10/30,-,Spell,"$257,743",369,$698,"$257,743",,,Unknown Director,,,,,
2020/10/30,-,The New Mutants,"$212,239",552,$384,"$23,457,399","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/10/30,-,Love and Monsters,"$174,553",248,$704,"$820,151","Fantasy, Adventure, Comedy",English,Michael Matthews,"Oct 16, 2020",1h 49m,Paramount Pictures,"Paramount Pictures, Entertainment One, 21 Laps Entertainment",$1.0M
2020/10/30,-,Unhinged,"$167,094",602,$278,"$20,682,164","Horror, Mystery & thriller",English,Don Gronquist,,1h 19m,,,
2020/10/30,-,Synchronic,"$165,283",315,$525,"$506,400","Sci-fi, Mystery & thriller",English,"Justin Benson, Aaron Moorhead","Oct 23, 2020",1h 40m,Well Go USA Entertainment,"Rustic Films, Patriot Pictures, Love & Death Productions, Pfaff & Pfaff Productions, XYZ Films",$636.7K
2020/10/30,-,2 Hearts,"$157,578",894,$176,"$1,240,374","Romance, Drama",English,Lance Hool,"Oct 16, 2020",1h 40m,Freestyle Releasing,Silver Lion Films,$1.3M
2020/10/30,-,After We Collided,"$141,671",546,$259,"$2,283,626","Romance, Drama",English,Roger Kumble,"Oct 23, 2020",1h 47m,Open Road,"CalMaple, Frayed Pages Entertainment",$2.4M
2020/10/30,-,The Call,"$45,396",78,$582,"$491,683",Drama,English,Jason Ferrell,,1h 38m,,,
2020/10/30,-,The SpongeBob Movie: Sponge on the Run,"$20,154",88,$229,"$4,787,996","Kids & family, Comedy, Adventure, Animation",English,Tim Hill,,1h 31m,,"Netflix, United Plankton Pictures, Paramount Animation, Media Rights Capital (MRC), Nickelodeon Movies, Nickelodeon Animation Studios",$4.5M
2020/10/30,-,Possessor,"$19,946",88,$227,"$752,885","Sci-fi, Horror, Mystery & thriller",English,Brandon Cronenberg,,1h 42m,,"Rhombus Media, Particular Crowd, Rook Films",$745.8K
2020/10/30,-,The Kid Detective,"$16,521",154,$107,"$360,282",Comedy,English,Evan Morgan,"Oct 16, 2020",1h 39m,"Stage 6, Sony Pictures Entertainment","Woods Entertainment, JoBro Productions & Film Finance",$363.2K
2020/10/30,-,Infidel,"$12,525",69,$182,"$4,046,725",Mystery & thriller,English,Cyrus Nowrasteh,"Sep 18, 2020",1h 48m,Cloudburst Entertainment,"Cloudburst Entertainment, New Path Pictures, D'Souza Media",$4.0M
2020/10/30,-,Ava,"$10,136",9,"$1,126","$497,747","Comedy, Drama",French (France),Léa Mysius,,1h 45m,,"F Comme Film, arte France Cinéma, Trois Brigands Productions",
2020/10/30,-,A Call to Spy,"$9,965",23,$433,"$133,704","History, Drama",English,Lydia Dean Pilcher,"Oct 2, 2020",2h 4m,IFC Films,SMT Pictures,$158.9K
2020/11/6,1,Let Him Go,"$5,087,465","2,454","$2,073","$5,087,465","Drama, Mystery & thriller",English,Thomas Bezucha,"Nov 6, 2020",1h 54m,Focus Features,Mazur / Kaplan Company,$9.4M
2020/11/6,2,Come Play,"$2,284,715","2,213","$1,032","$6,216,540","Horror, Mystery & thriller",English,Jacob Chase,"Oct 30, 2020",1h 36m,Focus Features,"The Picture Company, Participant Media, Reliance Entertainment, Amblin Entertainment",$10.5M
2020/11/6,3,The War with Grandpa,"$2,000,094","2,348",$852,"$13,902,703",Comedy,English,Tim Hill,"Oct 9, 2020",1h 34m,101 Studios,"TRI G, Dimension Films, Emmett/Furla/Oasis Films, Marro Films, West Madison Entertainment",$21.3M
2020/11/6,4,Honest Thief,"$1,545,604","2,217",$697,"$11,582,126","Action, Mystery & thriller",English,Mark Williams,"Oct 16, 2020",1h 39m,Open Road,"Ingenious Media, Cutting Edge Group, J Cubed Film Finance, Sprockefeller Pictures, Briarcliff Entertainment, Samuel Marshall Productions, Argonaut Entertainment Partners, Dreadnought Films, Zero Gravity Management, Honest Thief Productions",$14.2M
2020/11/6,5,Tenet,"$1,339,494","1,412",$949,"$55,573,817","Action, Sci-fi, Mystery & thriller",English,Christopher Nolan,"Sep 3, 2020",2h 30m,Warner Bros. Pictures,"Syncopy, Warner Bros. Pictures",$58.1M
2020/11/6,-,The Empty Man,"$393,410","1,243",$317,"$2,840,887","Horror, Mystery & thriller",English,David Prior,"Oct 23, 2020",2h 17m,20th Century Studios,"Boom! Studios, Out of Africa Entertainment",$3.0M
2020/11/6,-,The New Mutants,"$199,096",327,$609,"$23,656,495","Fantasy, Horror",English,Josh Boone,"Aug 28, 2020",1h 34m,20th Century Studios,"Sunswept Entertainment, Kinberg Genre",$23.9M
2020/11/6,-,The Informer,"$187,405",283,$662,"$187,405",Mystery & thriller,Chinese,Wong Chung,,1h 39m,,,
2020/11/6,-,Spell,"$172,498",368,$469,"$430,241",,,Unknown Director,,,,,
2020/11/6,-,Love and Monsters,"$151,434",177,$856,"$971,585","Fantasy, Adventure, Comedy",English,Michael Matthews,"Oct 16, 2020",1h 49m,Paramount Pictures,"Paramount Pictures, Entertainment One, 21 Laps Entertainment",$1.0M
2020/11/6,-,Unhinged,"$112,447",374,$301,"$20,794,611","Horror, Mystery & thriller",English,Don Gronquist,,1h 19m,,,
2020/11/6,-,Synchronic,"$84,989",141,$603,"$591,389","Sci-fi, Mystery & thriller",English,"Justin Benson, Aaron Moorhead","Oct 23, 2020",1h 40m,Well Go USA Entertainment,"Rustic Films, Patriot Pictures, Love & Death Productions, Pfaff & Pfaff Productions, XYZ Films",$636.7K
2020/11/6,-,2 Hearts,"$79,375",148,$536,"$1,319,749","Romance, Drama",English,Lance Hool,"Oct 16, 2020",1h 40m,Freestyle Releasing,Silver Lion Films,$1.3M
2020/11/6,-,The Dark and The Wicked,"$78,014",68,"$1,147","$78,014","Horror, Mystery & thriller",English,Bryan Bertino,"Nov 6, 2020",1h 34m,Shudder,"Inwood Road Films, Traveling Picture Show Company (TPSC), Shotgun Shack Pictures, Unbroken Pictures",$157.0K
2020/11/6,-,After We Collided,"$76,839",546,$141,"$2,360,465","Romance, Drama",English,Roger Kumble,"Oct 23, 2020",1h 47m,Open Road,"CalMaple, Frayed Pages Entertainment",$2.4M
