,FCLTY_NM,EVENT_SDIV_NM,EVENT_NM,RENTLSPCE_BEGIN_DE,RENTLSPCE_END_DE,REQST_EVENT_NMPR_CO,EXCCLC_EVENT_NMPR_CO,ISE_ELSE_FLAG_NM,USE_DAY_CO,WEEKDAY_BEGIN,WEEKDAY_END,WEEKEND,HOLIDAY,YEAR_END,BEGIN_AVG_WEEKDAY,END_AVG_WEEKDAY,AVG_MONTH,년도,월,계절,텍스트,유사공연_가중평균
90,핸드볼경기장,체육행사,제21회 여성스포츠회장배 전국어머니탁구대회 겸 제16회 전국어린이 탁구대회,2012-11-03,2012-11-03,3500,2100,내부,1,5,5,1,0,0,6682.392273,3467.288401,5637.125,2012년,11월,가을,올림픽홀 대중공연 올림픽홀 조항조 라이브 콘서트 2012년 11월 가을 내부,3048.125756
91,올림픽홀,대중공연,올림픽홀 조항조 라이브 콘서트,2012-11-03,2012-11-03,2000,1500,내부,1,5,5,1,0,0,6682.392273,3467.288401,5637.125,2012년,11월,가을,핸드볼경기장 체육행사 제21회 여성스포츠회장배 전국어머니탁구대회 겸 제16회 전국어린이 탁구대회 2012년 11월 가을 내부,2781.717798
92,평화의광장,공공행사,제3회 보행자의 날 기념행사,2012-11-11,2012-11-11,1000,400,외부,1,6,6,1,0,0,4671.767123,9046.74234,5637.125,2012년,11월,가을,올림픽홀 대중공연 2012 인디라이브 페스티벌 2012년 11월 가을 내부,3805.422658
93,올림픽홀,대중공연,2012 인디라이브 페스티벌,2012-11-11,2012-11-11,3500,635,내부,1,6,6,1,0,0,4671.767123,9046.74234,5637.125,2012년,11월,가을,평화의광장 공공행사 제3회 보행자의 날 기념행사 2012년 11월 가을 외부,24280.64654
94,KSPO DOME(체조경기장),문화예술행사,2012 사랑나눔콘서트,2012-11-11,2012-11-11,9000,4500,내부,1,6,6,1,0,0,4671.767123,9046.74234,5637.125,2012년,11월,가을,KSPO DOME(체조경기장) 문화예술행사 2012 사랑나눔콘서트 2012년 11월 가을 내부,18812.02572
95,핸드볼경기장,체육행사,국가대표와 함께하는 사랑의 김장담그기 행사,2012-11-13,2012-11-13,780,800,내부,1,1,1,0,0,0,5544.786885,6651.4375,5637.125,2012년,11월,가을,핸드볼경기장 체육행사 국가대표와 함께하는 사랑의 김장담그기 행사 2012년 11월 가을 내부,4415.790277
96,우리금융아트홀,문화예술행사,뮤지컬 락오브에이지,2012-11-13,2013-02-03,46000,46000,내부,83,1,6,1,1,0,5544.786885,9046.74234,5637.125,2012년,11월 12월 1월 2월,,우리금융아트홀 문화예술행사 뮤지컬 락오브에이지 2012년 11월 12월 1월 2월  내부,6858.060235
97,KSPO DOME(체조경기장),문화예술행사,TVXQ WORLD TOUR in SEOUL,2012-11-17,2012-11-18,18000,22148,내부,2,5,6,1,0,0,6682.392273,9046.74234,5637.125,2012년,11월,가을,KSPO DOME(체조경기장) 문화예술행사 TVXQ WORLD TOUR in SEOUL 2012년 11월 가을 내부,17092.39271
98,핸드볼경기장,공공행사,제24회 강동구연합회장기 배드민턴대회,2012-11-18,2012-11-18,1500,1400,내부,1,6,6,1,0,0,4671.767123,9046.74234,5637.125,2012년,11월,가을,핸드볼경기장 공공행사 제24회 강동구연합회장기 배드민턴대회 2012년 11월 가을 내부,2739.66912
99,올림픽홀,대중공연,2012 2AM 콘서트,2012-11-24,2012-11-25,5600,4346,내부,2,5,6,1,0,0,6682.392273,9046.74234,5637.125,2012년,11월,가을,올림픽홀 대중공연 2012 2AM 콘서트 2012년 11월 가을 내부,3450.652161
100,핸드볼경기장,체육행사,2012 전국학교스포츠클럽대회_스포츠줄다리기,2012-11-25,2012-11-25,250,300,내부,1,6,6,1,0,0,4671.767123,9046.74234,5637.125,2012년,11월,가을,핸드볼경기장 체육행사 2012 전국학교스포츠클럽대회_스포츠줄다리기 2012년 11월 가을 내부,5531.544302
101,KSPO DOME(체조경기장),문화예술행사,엘튼존 내한공연,2012-11-27,2012-11-27,8000,6031,내부,1,1,1,0,0,0,5544.786885,6651.4375,5637.125,2012년,11월,가을,KSPO DOME(체조경기장) 문화예술행사 엘튼존 내한공연 2012년 11월 가을 내부,10748.91333
102,올림픽홀,대중공연,웅진코웨이 콘서트,2012-11-29,2012-11-29,3000,1700,내부,1,3,3,0,0,0,15796.44595,3046.842105,5637.125,2012년,11월,가을,올림픽홀 대중공연 웅진코웨이 콘서트 2012년 11월 가을 내부,3990.35666
103,핸드볼경기장,문화예술행사,청춘나이트 콘서트,2012-11-30,2012-12-01,7000,5716,내부,2,4,5,1,0,0,9870.415686,3467.288401,5637.125,2012년,11월 12월,,핸드볼경기장 문화예술행사 청춘나이트 콘서트 2012년 11월 12월  내부,6527.571177
104,KSPO DOME(체조경기장),문화예술행사,2012 이승기 희망콘서트,2012-12-01,2012-12-02,20000,15022,내부,2,5,6,1,0,0,6682.392273,9046.74234,9088.03012,2012년,12월,겨울,KSPO DOME(체조경기장) 문화예술행사 2012 이승기 희망콘서트 2012년 12월 겨울 내부,16066.34171
105,올림픽홀,대중공연,신중현콘서트,2012-12-01,2012-12-02,4600,1400,내부,2,5,6,1,0,0,6682.392273,9046.74234,9088.03012,2012년,12월,겨울,올림픽홀 대중공연 신중현콘서트 2012년 12월 겨울 내부,3847.359295
106,올림픽홀,대중공연,CCM 콘서트,2012-12-03,2012-12-03,3100,2000,내부,1,0,0,0,0,0,4026.73913,19989.09615,9088.03012,2012년,12월,겨울,올림픽홀 대중공연 CCM 콘서트 2012년 12월 겨울 내부,3289.812235
107,KSPO DOME(체조경기장),문화예술행사,2012 스팅내한공연,2012-12-05,2012-12-05,9500,5227,내부,1,2,2,0,0,0,4465.204819,5102.242857,9088.03012,2012년,12월,겨울,KSPO DOME(체조경기장) 문화예술행사 2012 스팅내한공연 2012년 12월 겨울 내부,14249.96048
108,올림픽홀,대중공연,긴민밴드,2012-12-06,2012-12-06,200,120,내부,1,3,3,0,0,0,15796.44595,3046.842105,9088.03012,2012년,12월,겨울,올림픽홀 대중공연 긴민밴드 2012년 12월 겨울 내부,2848.394401
109,핸드볼경기장,문화예술행사,2012 B1A4콘서트,2012-12-08,2012-12-09,8000,8939,내부,2,5,6,1,0,0,6682.392273,9046.74234,9088.03012,2012년,12월,겨울,핸드볼경기장 문화예술행사 2012 B1A4콘서트 2012년 12월 겨울 내부,8331.819127
110,핸드볼경기장,문화예술행사,2013 HOT & NEW MUSICAL FESTIVAL,2012-12-12,2012-12-12,3500,2678,내부,1,2,2,0,0,0,4465.204819,5102.242857,9088.03012,2012년,12월,겨울,핸드볼경기장 문화예술행사 2013 HOT & NEW MUSICAL FESTIVAL 2012년 12월 겨울 내부,7589.235942
111,올림픽홀,대중공연,하나금융 VIP 초청 음악회,2012-12-12,2012-12-12,2500,2000,내부,1,2,2,0,0,0,4465.204819,5102.242857,9088.03012,2012년,12월,겨울,올림픽홀 대중공연 하나금융 VIP 초청 음악회 2012년 12월 겨울 내부,3225.841353
112,올림픽홀,대중공연,톱밴드 콘서트,2012-12-15,2012-12-16,5000,1600,내부,2,5,6,1,0,0,6682.392273,9046.74234,9088.03012,2012년,12월,겨울,올림픽홀 대중공연 톱밴드 콘서트 2012년 12월 겨울 내부,2720.865639
113,핸드볼경기장,문화예술행사,2012 CNBLUE콘서트,2012-12-15,2012-12-16,7000,5981,내부,2,5,6,1,0,0,6682.392273,9046.74234,9088.03012,2012년,12월,겨울,핸드볼경기장 문화예술행사 2012 CNBLUE콘서트 2012년 12월 겨울 내부,8836.505016
114,올림픽홀,대중공연,Wanna Fly?!,2012-12-22,2012-12-22,200,179,내부,1,5,5,1,0,1,6682.392273,3467.288401,9088.03012,2012년,12월,겨울,올림픽홀 대중공연 2012 김연우 크리스마스 콘서트 2012년 12월 겨울 내부,3834.496808
115,올림픽홀,대중공연,2012 김연우 크리스마스 콘서트,2012-12-22,2012-12-25,15000,7827,내부,4,5,1,1,1,1,6682.392273,6651.4375,9088.03012,2012년,12월,겨울,올림픽홀 대중공연 Wanna Fly?! 2012년 12월 겨울 내부,2594.263962
116,KSPO DOME(체조경기장),문화예술행사,2012 김범수*박정현 크리스마스콘서트,2012-12-23,2012-12-25,36000,36661,내부,3,6,1,1,1,1,4671.767123,6651.4375,9088.03012,2012년,12월,겨울,KSPO DOME(체조경기장) 문화예술행사 2012 김범수*박정현 크리스마스콘서트 2012년 12월 겨울 내부,11956.84662
117,올림픽홀,대중공연,디즈니 온 클래식,2012-12-28,2012-12-29,8000,7000,내부,2,4,5,1,0,1,9870.415686,3467.288401,9088.03012,2012년,12월,겨울,올림픽홀 대중공연 디즈니 온 클래식 2012년 12월 겨울 내부,2668.506692
118,핸드볼경기장,문화예술행사,2012 박진영콘서트 '나쁜파티',2012-12-28,2012-12-30,12000,10398,내부,3,4,6,1,0,1,9870.415686,9046.74234,9088.03012,2012년,12월,겨울,핸드볼경기장 문화예술행사 2012 박진영콘서트 '나쁜파티' 2012년 12월 겨울 내부,8867.547376
119,KSPO DOME(체조경기장),문화예술행사,"성시경,박효신의 보이스애비뉴(가제)",2012-12-30,2012-12-31,36000,36033,내부,2,6,0,1,0,1,4671.767123,19989.09615,9088.03012,2012년,12월,겨울,"KSPO DOME(체조경기장) 문화예술행사 성시경,박효신의 보이스애비뉴(가제) 2012년 12월 겨울 내부",15030.02474
120,올림픽홀,대중공연,글렌체크콘서트,2012-12-31,2012-12-31,3000,1500,내부,1,0,0,0,0,1,4026.73913,19989.09615,9088.03012,2012년,12월,겨울,올림픽홀 대중공연 글렌체크콘서트 2012년 12월 겨울 내부,1809.802657
121,핸드볼경기장,체육행사,2013 코리아오픈배드민턴슈퍼시리즈프리미어,2013-01-08,2013-01-13,10000,9408,내부,6,1,6,1,0,0,5544.786885,9046.74234,8519.324324,2013년,1월,겨울,핸드볼경기장 체육행사 2013 코리아오픈배드민턴슈퍼시리즈프리미어 2013년 1월 겨울 내부,5039.426343
122,핸드볼경기장,문화예술행사,디즈니온 아이스쇼,2013-01-16,2013-01-20,24000,14392,내부,5,2,6,1,0,0,4465.204819,9046.74234,8519.324324,2013년,1월,겨울,핸드볼경기장 문화예술행사 디즈니온 아이스쇼 2013년 1월 겨울 내부,6999.883674
123,올림픽홀,대중공연,2013 박완규 단독 콘서트,2013-01-19,2013-01-20,6000,2900,내부,2,5,6,1,0,0,6682.392273,9046.74234,8519.324324,2013년,1월,겨울,올림픽홀 대중공연 2013 박완규 단독 콘서트 2013년 1월 겨울 내부,3715.907508
124,올림픽컨벤션센터,문화예술행사,"태권도 퍼포먼스 ""탈""",2013-01-25,2013-03-24,114000,14226,내부,59,4,6,1,1,0,9870.415686,9046.74234,8519.324324,2013년,1월 2월 3월,,"올림픽컨벤션센터 문화예술행사 태권도 퍼포먼스 ""탈"" 2013년 1월 2월 3월  내부",7888.200156
125,KSPO DOME(체조경기장),문화예술행사,빅뱅얼라이브투어 앵콜공연,2013-01-25,2013-01-27,36000,34117,내부,3,4,6,1,0,0,9870.415686,9046.74234,8519.324324,2013년,1월,겨울,KSPO DOME(체조경기장) 문화예술행사 빅뱅얼라이브투어 앵콜공연 2013년 1월 겨울 내부,14739.36693
126,올림픽홀,대중공연,보아 콘서트,2013-01-26,2013-01-27,6000,5600,내부,2,5,6,1,0,0,6682.392273,9046.74234,8519.324324,2013년,1월,겨울,올림픽홀 대중공연 보아 콘서트 2013년 1월 겨울 내부,3035.848649
127,올림픽홀,대중공연,존박 윤하 어반자카파 센티멘탈 콘서트,2013-02-15,2013-02-16,5000,4400,내부,2,4,5,1,0,0,9870.415686,3467.288401,5050.405063,2013년,2월,겨울,KSPO DOME(체조경기장) 문화예술행사 2012-2013브라운아이드소울 연말콘서트 투어 인 서울 2013년 2월 겨울 내부,15813.12016
128,KSPO DOME(체조경기장),문화예술행사,2012-2013브라운아이드소울 연말콘서트 투어 인 서울,2013-02-15,2013-02-17,21000,11187,내부,3,4,6,1,0,0,9870.415686,9046.74234,5050.405063,2013년,2월,겨울,올림픽홀 대중공연 존박 윤하 어반자카파 센티멘탈 콘서트 2013년 2월 겨울 내부,3399.254862
129,올림픽홀,대중공연,B.A.P 콘서트,2013-02-23,2013-02-24,6500,5000,내부,2,5,6,1,0,0,6682.392273,9046.74234,5050.405063,2013년,2월,겨울,KSPO DOME(체조경기장) 문화예술행사 10센치 2집 발매 기념 콘서트 2013년 2월 겨울 내부,18972.77943
130,KSPO DOME(체조경기장),문화예술행사,10센치 2집 발매 기념 콘서트,2013-02-23,2013-02-23,7000,5124,내부,1,5,5,1,0,0,6682.392273,3467.288401,5050.405063,2013년,2월,겨울,올림픽홀 대중공연 B.A.P 콘서트 2013년 2월 겨울 내부,2766.598791
131,KSPO DOME(체조경기장),문화예술행사,2013 인피니트 무한대집회,2013-03-01,2013-03-01,9000,10289,내부,1,4,4,0,1,0,9870.415686,2788.224138,7098.186916,2013년,3월,봄,KSPO DOME(체조경기장) 문화예술행사 2013 인피니트 무한대집회 2013년 3월 봄 내부,17081.2044
132,핸드볼경기장,문화예술행사,2013 새내기콘서트,2013-03-16,2013-03-16,2000,400,내부,1,5,5,1,0,0,6682.392273,3467.288401,7098.186916,2013년,3월,봄,핸드볼경기장 문화예술행사 2013 새내기콘서트 2013년 3월 봄 내부,8610.902061
133,올림픽홀,대중공연,2013 아메바후드 콘서트,2013-03-16,2013-03-17,7000,7400,내부,2,5,6,1,0,0,6682.392273,9046.74234,7098.186916,2013년,3월,봄,KSPO DOME(체조경기장) 문화예술행사 신화15주년기념 콘서트 2013년 3월 봄 내부,17039.51465
134,KSPO DOME(체조경기장),문화예술행사,신화15주년기념 콘서트,2013-03-16,2013-03-17,21000,20516,내부,2,5,6,1,0,0,6682.392273,9046.74234,7098.186916,2013년,3월,봄,올림픽홀 대중공연 2013 아메바후드 콘서트 2013년 3월 봄 내부,4103.275518
135,올림픽홀,대중공연,이정 콘서트,2013-03-23,2013-03-24,6300,4000,내부,2,5,6,1,0,0,6682.392273,9046.74234,7098.186916,2013년,3월,봄,KSPO DOME(체조경기장) 문화예술행사 슈퍼주니어 월드투어 슈퍼쇼5 2013년 3월 봄 내부,17787.76285
136,KSPO DOME(체조경기장),문화예술행사,슈퍼주니어 월드투어 슈퍼쇼5,2013-03-23,2013-03-24,18000,17962,내부,2,5,6,1,0,0,6682.392273,9046.74234,7098.186916,2013년,3월,봄,올림픽홀 대중공연 이정 콘서트 2013년 3월 봄 내부,4105.245345
137,KSPO DOME(체조경기장),문화예술행사,2013 G-DRAGON 단독콘서트,2013-03-30,2013-03-31,24000,21185,내부,2,5,6,1,0,0,6682.392273,9046.74234,7098.186916,2013년,3월,봄,KSPO DOME(체조경기장) 문화예술행사 2013 G-DRAGON 단독콘서트 2013년 3월 봄 내부,19098.02258
138,올림픽홀,대중공연,뮤즈라이브-바람을 가르고,2013-03-30,2013-03-30,200,165,내부,1,5,5,1,0,0,6682.392273,3467.288401,7098.186916,2013년,3월,봄,올림픽홀 대중공연 뮤즈라이브-바람을 가르고 2013년 3월 봄 내부,3317.182538
139,벨로드롬,체육행사,제30회 서울소년체육대회 겸 제41회 전국소년체육대회 서울시 사이클선발대회,2013-04-05,2013-04-05,30,30,내부,1,4,4,0,0,0,9870.415686,2788.224138,5306.733333,2013년,4월,봄,벨로드롬 체육행사 제30회 서울소년체육대회 겸 제41회 전국소년체육대회 서울시 사이클선발대회 2013년 4월 봄 내부,1530.660496
140,평화의광장,공공행사,제41회 보건의 날 기념 2013 건강보험 건강걷기대회,2013-04-06,2013-04-06,3000,3000,외부,1,5,5,1,0,0,6682.392273,3467.288401,5306.733333,2013년,4월,봄,평화의광장 공공행사 제41회 보건의 날 기념 2013 건강보험 건강걷기대회 2013년 4월 봄 외부,13285.436
141,올림픽컨벤션센터,대중공연,아이언 콘서트 Realize,2013-04-06,2013-04-07,700,635,내부,2,5,6,1,0,0,6682.392273,9046.74234,5306.733333,2013년,4월,봄,올림픽컨벤션센터 대중공연 아이언 콘서트 Realize 2013년 4월 봄 내부,4309.815269
142,KSPO DOME(체조경기장),문화예술행사,2013현대백화점콘서트 훌리오이글레시아스,2013-04-09,2013-04-09,10000,6487,내부,1,1,1,0,0,0,5544.786885,6651.4375,5306.733333,2013년,4월,봄,KSPO DOME(체조경기장) 문화예술행사 2013현대백화점콘서트 훌리오이글레시아스 2013년 4월 봄 내부,18957.04334
143,평화의광장,공공행사,"지구를 위한 한걸음,한마음 걷기대회",2013-04-20,2013-04-20,2000,2000,외부,1,5,5,1,0,0,6682.392273,3467.288401,5306.733333,2013년,4월,봄,"평화의광장 공공행사 지구를 위한 한걸음,한마음 걷기대회 2013년 4월 봄 외부",19681.8558
144,올림픽홀,대중공연,조용필 19집발매기념 쇼케이스 및 제작발표회,2013-04-23,2013-04-23,1200,1500,내부,1,1,1,0,0,0,5544.786885,6651.4375,5306.733333,2013년,4월,봄,올림픽홀 대중공연 조용필 19집발매기념 쇼케이스 및 제작발표회 2013년 4월 봄 내부,3555.276652
145,우리금융아트홀,문화예술행사,"뮤지컬 ""아름다운 것들""",2013-04-24,2013-06-02,21500,16910,내부,40,2,6,1,1,0,4465.204819,9046.74234,5306.733333,2013년,4월 5월 6월,,"우리금융아트홀 문화예술행사 뮤지컬 ""아름다운 것들"" 2013년 4월 5월 6월  내부",15038.94201
146,핸드볼경기장,체육행사,2013 SK텔레콤 여자플러레 국제그랑프리 및 남자플러레 국제월드컵 A급 펜싱선수권대회,2013-04-26,2013-04-28,1000,1300,내부,3,4,6,1,0,0,9870.415686,9046.74234,5306.733333,2013년,4월,봄,핸드볼경기장 체육행사 2013 SK텔레콤 여자플러레 국제그랑프리 및 남자플러레 국제월드컵 A급 펜싱선수권대회 2013년 4월 봄 내부,3095.646898
147,올림픽홀,대중공연,월드비전과 함께하는 아시아투데이 사랑나눔 콘서트,2013-04-27,2013-04-27,2800,1500,내부,1,5,5,1,0,0,6682.392273,3467.288401,5306.733333,2013년,4월,봄,올림픽홀 대중공연 월드비전과 함께하는 아시아투데이 사랑나눔 콘서트 2013년 4월 봄 내부,3912.965894
148,올림픽홀,대중공연,뮤지컬 피터팬,2013-05-04,2013-05-05,14000,8100,내부,2,5,6,1,1,0,6682.392273,9046.74234,7317.985075,2013년,5월,봄,올림픽홀 대중공연 뮤지컬 피터팬 2013년 5월 봄 내부,3808.039468
149,올림픽컨벤션센터,대중공연,2013 김연우 소극장콘서트,2013-05-10,2013-05-19,3730,3855,내부,10,4,6,1,1,0,9870.415686,9046.74234,7317.985075,2013년,5월,봄,올림픽컨벤션센터 대중공연 2013 김연우 소극장콘서트 2013년 5월 봄 내부,4220.856753
150,올림픽홀,대중공연,YTN특별기획 이승환 힐링콘서트,2013-05-15,2013-05-15,3000,2300,내부,1,2,2,0,0,0,4465.204819,5102.242857,7317.985075,2013년,5월,봄,올림픽홀 대중공연 YTN특별기획 이승환 힐링콘서트 2013년 5월 봄 내부,3374.819995
151,KSPO DOME(체조경기장),문화예술행사,서울재즈페스티벌 2013,2013-05-17,2013-05-18,18200,28400,내부,2,4,5,1,1,0,9870.415686,3467.288401,7317.985075,2013년,5월,봄,88잔디마당 문화예술행사 서울재즈페스티벌 2013 2013년 5월 봄 외부,7467.887904
152,88잔디마당,문화예술행사,서울재즈페스티벌 2013,2013-05-17,2013-05-18,18200,32123,외부,2,4,5,1,1,0,9870.415686,3467.288401,7317.985075,2013년,5월,봄,KSPO DOME(체조경기장) 문화예술행사 서울재즈페스티벌 2013 2013년 5월 봄 내부,16840.60781
153,KSPO DOME(체조경기장),문화예술행사,시규어로스 내한공연,2013-05-19,2013-05-19,8000,6042,내부,1,6,6,1,0,0,4671.767123,9046.74234,7317.985075,2013년,5월,봄,KSPO DOME(체조경기장) 문화예술행사 시규어로스 내한공연 2013년 5월 봄 내부,16621.21727
